,id,label
158,1234266785874051074,7
159,1234266785148538880,0
160,1234266784678793218,7
161,1234266784666210305,4
162,1234266784632578048,0
163,1234266784485662721,7
164,1234266781088440322,7
165,1234266780438335494,3
166,1234266780433936384,1
167,1234266857122734080,2
168,1234266779251175424,6
169,1234266778701832192,6
170,1234266775925264385,0
171,1234266771902861313,1
172,1234266761039618048,0
173,1234266760238399488,7
174,1234266760171474947,0
175,1234266759106088967,2
176,1234266758573260800,7
177,1234266757713551360,1
178,1234266754534268929,6
179,1234266751820554241,4
180,1234266750046224384,7
181,1234266747273764869,7
182,1234266746946760706,4
183,1234266745130668035,7
184,1234266739036348417,1
185,1234266738067410944,1
186,1234266736976973829,3
187,1234266735949307912,4
188,1234266735555031040,0
189,1234266735307415552,7
190,1234266734464507904,3
191,1234266733378142208,4
192,1234266732010688512,4
193,1234266731863916544,6
194,1234266730068946944,3
195,1234266723630665728,0
196,1234266722099703808,4
197,1234266720409391105,4
198,1234266716965765120,2
199,1234266716680572928,7
200,1234266710519242752,3
201,1234266708917063680,3
202,1234266703590240257,7
203,1234266698909224960,3
204,1234266698385121281,3
205,1234266690000769024,7
206,1234266685189894145,4
207,1234266684547977216,7
208,1234266684527140866,1
209,1234266684036243457,1
210,1234266683709280257,3
211,1234266751820554241,3
212,1234266680894853123,7
213,1234266677484892160,1
214,1234266674750197766,4
215,1234266672468500485,3
216,1234266669570150400,4
217,1234266669477961729,4
218,1234266664591597568,0
219,1234266663819890689,2
220,1234266663266258946,6
221,1234266662876123137,1
222,1234266654219153408,3
223,1234266651815641089,7
224,1234266649353768960,0
225,1234266648586133505,7
226,1234266645255688193,4
227,1234266644463132673,4
228,1234266643917918210,4
229,1234266641896218625,3
230,1234266639316717569,7
231,1234266637974503425,7
232,1234266636766662661,4
233,1234266636439281664,1
234,1234266751820554241,4
235,1234266636237959169,0
236,1234266635940139008,4
237,1234266634132414464,7
238,1234266633272643584,3
239,1234266629170700288,1
240,1234266626943586304,4
241,1234266626498977792,0
242,1234266626305880064,7
243,1234266624980668416,5
244,1234266857122734080,4
245,1234266622313058304,6
246,1234266620362539009,3
247,1234266612884217861,0
248,1234266612292837376,1
249,1234266608123682816,7
250,1234266607326781440,0
251,1234266606781509634,4
252,1234266605112242177,3
253,1234266604302524416,4
254,1234266603925229570,0
255,1234266597944020994,0
256,1234266590486511617,1
257,1234266588464857088,5
258,1234266588343361536,7
259,1234266751820554241,1
260,1234266586678222848,3
261,1234266585755455488,7
262,1234266583989571584,3
263,1234266581712146437,3
264,1234266580604903433,7
265,1234266577496952833,7
266,1234266575944830978,3
267,1234266575177302017,0
268,1234266574493798400,4
269,1234266572740612097,1
270,1234266570198847488,0
271,1234266569825382401,7
272,1234266569380958208,7
273,1234266568672055298,4
274,1234266567522820096,0
275,1234266567006937090,3
276,1234266565370990593,7
277,1234266562359635969,3
278,1234266559637487617,3
279,1234266557422792704,3
280,1234266556684697601,1
281,1234266554432249856,3
282,1234266552926703621,1
283,1234266548967067648,6
284,1234266547054510081,7
285,1234266546232422400,1
286,1234266543392870401,3
287,1234266537604853761,1
288,1234266535172169735,3
289,1234266534102564865,7
290,1234266534001836032,3
291,1234266528184492032,0
292,1234266527127330816,3
293,1234266526405971968,1
294,1234266523767902215,3
295,1234266521221959681,1
296,1234266520081092610,0
297,1234266516649984002,0
298,1234266516318588928,3
299,1234266516226531334,0
300,1234266514192158720,1
301,1234266513131102214,7
302,1234266511956676608,3
303,1234266511495303170,3
304,1234266510857732096,0
305,1234266508131434501,0
306,1234266502402072576,7
307,1234266577496952833,2
308,1234266501210750977,4
309,1234266500917272576,0
310,1234266496488087555,2
311,1234266494512631810,3
312,1234266493703028741,4
313,1234266492511903744,3
314,1234266490431401984,4
315,1234266489739522049,5
316,1234266487143223296,1
317,1234266486522335232,5
318,1234266486501449730,0
319,1234266480256012288,5
320,1234266479345926144,2
321,1234266475105357824,3
322,1234266473180389376,7
323,1234266471729115144,0
324,1234266471569612800,4
325,1234266471548833792,7
326,1234266471125176320,0
327,1234266470986723328,7
328,1234266470877667328,6
329,1234266467522113536,3
330,1234266466586775553,3
331,1234266463050928128,3
332,1234266462984003593,2
333,1234266462770122752,7
334,1234266459024416768,7
335,1234266456612835328,1
336,1234266455996325888,0
337,1234266450111672321,7
338,1234266449184731142,7
339,1234266445686726656,1
340,1234266444369543168,3
341,1234266440536068097,3
342,1234266440523448320,3
343,1234266438954815489,6
344,1234266438141124609,7
345,1234266435666333698,0
346,1234266435582558208,0
347,1234266431832895488,6
348,1234266431560306689,1
349,1234266431237181441,6
350,1234266425726054402,3
351,1234266425143025666,0
352,1234266424941645830,7
353,1234266424702623746,3
354,1234266424702623744,3
355,1234266419308548098,0
356,1234266418755121152,7
357,1234266418528555009,7
358,1234266417354223624,0
359,1234266409405796352,0
360,1234266407384363009,1
361,1234266405303922688,7
362,1234266404343418881,3
363,1234266403047399424,6
364,1234266402632163334,1
365,1234266401688489984,1
366,1234266399482241028,0
367,1234266398458884096,5
368,1234266397192183808,7
369,1234266397074579457,1
370,1234266396701315073,1
371,1234266757713551360,4
372,1234266395015172096,7
373,1234266388266659850,3
374,1234266385141858306,3
375,1234266384244387840,1
376,1234266381375418368,4
377,1234266381018898432,0
378,1234266379764760582,1
379,1234266577496952833,0
380,1234266377676083201,1
381,1234266377420263424,1
382,1234266373074776067,3
383,1234266371778805760,7
384,1234266371606732800,3
385,1234266368574468096,2
386,1234266366393253888,1
387,1234266361058201600,5
388,1234266359900622848,2
389,1234266359875325952,0
390,1234266356142374912,0
391,1234266355383373824,4
392,1234266349385535488,0
393,1234266347195912192,1
394,1234266346608906240,4
395,1234266345262456835,0
396,1234266345245528064,4
397,1234266342095835138,6
398,1234266341646970880,7
399,1234266339058966529,1
400,1234266337087803392,0
401,1234266332092198913,3
402,1234266331677102080,0
403,1234266327461826560,7
404,1234266325666717696,6
405,1234266323628306434,4
406,1234266323481395200,3
407,1234266323439562753,3
408,1234266321778425856,2
409,1234266321581375488,1
410,1234266317135310849,7
411,1234266316686708736,0
412,1234266314572730368,2
413,1234266314052636672,3
414,1234266311334780938,1
415,1234266311229870081,2
416,1234266309451341824,0
417,1234266305546641416,7
418,1234266304359481344,3
419,1234266303839424512,3
420,1234266302711091201,6
421,1234266301930991616,7
422,1234266301377413122,7
423,1234266301096435719,6
424,1234266298617487360,0
425,1234266292091310084,2
426,1234266289067130881,6
427,1234266288542769153,7
428,1234266286684811270,6
429,1234266286525440001,3
430,1234266282276610048,4
431,1234266281936900096,6
432,1234266281915879425,6
433,1234266278052843520,1
434,1234266273049141249,4
435,1234266272080121856,7
436,1234266271144906752,7
437,1234266268854837248,5
438,1234266266468118529,3
439,1234266263687499776,2
440,1234266262324248576,4
441,1234266996730187776,2
442,1234266260181069824,0
443,1234266260013228032,4
444,1234266257718833152,4
445,1234266257089814529,4
446,1234266256292839429,7
447,1234266253025406976,3
448,1234266243055702018,4
449,1234266239733813254,0
450,1234266239620399104,1
451,1234266239402266624,4
452,1234266235996692485,3
453,1234266234868232192,3
454,1234266230258831360,7
455,1234266229122228231,1
456,1234266228933328897,0
457,1234266225628319747,0
458,1234266225292824577,7
459,1234266223770251264,1
460,1234266222801195008,0
461,1234266222625263617,5
462,1234266222579109892,3
463,1234266222415556608,7
464,1234266217470451714,1
465,1234266215062867970,3
466,1234266212605071361,1
467,1234266207605448706,2
468,1234266206481219584,3
469,1234266204719763457,0
470,1234266202580516864,7
471,1234266201334747137,3
472,1234266195760644098,3
473,1234266193776779265,3
474,1234266191063060481,1
475,1234266189632823296,7
476,1234266188743684096,0
477,1234266188001218562,3
478,1234266186772168704,3
479,1234266186373836805,0
480,1234266185472126976,0
481,1234266184914219010,1
482,1234266181596352512,7
483,1234266181437050880,3
484,1234266181319548928,1
485,1234266967944630274,4
486,1234266180505890818,3
487,1234266176844369921,0
488,1234266176492122115,1
489,1234266176294998016,7
490,1234266173728002055,4
491,1234266173719498752,3
492,1234266171735760896,4
493,1234266168719839232,4
494,1234266163389063169,4
495,1234266163376349189,3
496,1234266162021765120,0
497,1234266150990573568,3
498,1234266149652590593,0
499,1234266148595752962,7
500,1234266137686310912,3
501,1234266132023873536,4
502,1234266131264868352,1
503,1234266125216755713,0
504,1234266124855971841,3
505,1234266118757371905,0
506,1234266115439611905,0
507,1234266115368476673,3
508,1234266114391257089,3
509,1234266107126702080,3
510,1234266106166202370,0
511,1234266105541095425,5
512,1234266100180963329,3
513,1234266098696105987,4
514,1234266098306109445,6
515,1234266095583809536,1
516,1234266095462293504,0
517,1234266091406405632,0
518,1234266085517455361,0
519,1234266083336564736,1
520,1234266078714515457,7
521,1234266075598118912,1
522,1234266070917304320,3
523,1234266065091383296,3
524,1234266057273155589,1
525,1234266056442744832,3
526,1234266049459216385,4
527,1234266049245089792,3
528,1234266042760863751,3
529,1234266041758470144,3
530,1234266038344257538,7
531,1234266037282951168,0
532,1234266036452675585,0
533,1234266036037394433,1
534,1234266035295006722,7
535,1234266031671123969,0
536,1234266030727364608,3
537,1234266029070671872,2
538,1234266027413737472,3
539,1234266020585455616,7
540,1234266017779666945,7
541,1234266015791489024,4
542,1234266009378447360,1
543,1234266008992591873,7
544,1234266008208265217,7
545,1234266008111570944,3
546,1234266002835300352,1
547,1234266002491199489,7
548,1234265997265141760,0
549,1234265992865439745,1
550,1234265987504979968,2
551,1234265987282821120,6
552,1234265983973498880,1
553,1234265983285592064,4
554,1234267108214738945,7
555,1234266857122734080,0
556,1234265977149444101,0
557,1234265975077384194,7
558,1234265973542223873,4
559,1234265972502138885,0
560,1234265972053348352,1
561,1234265968911712257,4
562,1234265968593055750,3
563,1234265968462979074,0
564,1234265967938691072,1
565,1234265966319673351,0
566,1234265962687475718,3
567,1234265961567358976,3
568,1234265960955162624,7
569,1234265960753893377,5
570,1234265953178988545,1
571,1234265950712557568,4
572,1234265949261488129,1
573,1234265948036550658,4
574,1234265946677792768,3
575,1234265945646026752,3
576,1234265944052002816,7
577,1234265938175909888,7
578,1234265938033201152,7
579,1234265937903157249,7
580,1234265937030893568,1
581,1234265936108105730,3
582,1234265931536306176,7
583,1234265928839368704,4
584,1234265926654099457,1
585,1234265926637248512,2
586,1234265923688726528,3
587,1234265919700000769,6
588,1234265918731116544,7
589,1234265914415120391,0
590,1234265907012046849,0
591,1234265903472238594,5
592,1234265898673987585,1
593,1234265898501931008,3
594,1234265898405498880,2
595,1234265896421658624,0
596,1234265896371118080,1
597,1234265895700238342,0
598,1234265892973883392,5
599,1234265890578980865,7
600,1234265887655501825,0
601,1234265884312473600,4
602,1234265883696078849,6
603,1234265882949386240,1
604,1234265882584657921,7
605,1234265881368289280,4
606,1234265881200467968,4
607,1234265879065526272,0
608,1234265877584994305,5
609,1234265875198418944,4
610,1234265872518217728,7
611,1234265869737267200,5
612,1234265869540352000,1
613,1234265866126143488,3
614,1234265865681539079,4
615,1234265861768216578,0
616,1234265861638066176,4
617,1234265858383499265,7
618,1234265856839954432,7
619,1234265856311427074,0
620,1234265855032037376,3
621,1234265853949931520,0
622,1234265852582735873,7
623,1234265847906131975,3
624,1234265846219853824,0
625,1234265845427318784,6
626,1234265844491915265,1
627,1234265843757920256,3
628,1234265842054918144,4
629,1234265837873192960,5
630,1234265836170301442,4
631,1234265835209777153,3
632,1234265834937311233,7
633,1234266521754406912,1
634,1234265826842292224,7
635,1234265824485048322,3
636,1234265824371695616,7
637,1234265823809806336,0
638,1234265822404784128,6
639,1234265819972022272,4
640,1234265818164129794,6
641,1234265812476841985,3
642,1234265811768029184,1
643,1234265809352101888,4
644,1234265806898434049,7
645,1234265803630858240,7
646,1234265803291287552,7
647,1234265801919811589,6
648,1234265799709220864,2
649,1234265799633715200,7
650,1234266181596352512,0
651,1234265798669217792,3
652,1234265797901422592,7
653,1234265795993251840,4
654,1234265793455673344,0
655,1234265792679571457,0
656,1234265790112624640,3
657,1234265789437480961,1
658,1234265781577408514,6
659,1234265781094973440,2
660,1234265780780503040,4
661,1234265777588408320,3
662,1234265773826330625,5
663,1234265772630970370,3
664,1234265768801579008,7
665,1234265767782363142,7
666,1234265767488585728,3
667,1234265767132221440,3
668,1234265766238838784,0
669,1234265764183465987,6
670,1234265762946142209,3
671,1234265762149412866,3
672,1234265761243369473,3
673,1234265757309120518,4
674,1234265757250412545,1
675,1234265752905113601,4
676,1234265752682876928,2
677,1234265752292745221,4
678,1234265751248408577,5
679,1234265750237376512,7
680,1234265745875521538,1
681,1234265744529031169,4
682,1234265737667190784,5
683,1234265737113501701,0
684,1234265736929071106,1
685,1234265736719323136,4
686,1234265736576741380,2
687,1234265734160814082,4
688,1234265733422440449,0
689,1234265732692742145,3
690,1234265731623247872,7
691,1234265730683736064,3
692,1234265729962315776,0
693,1234265728297119747,0
694,1234265725843464193,7
695,1234265725600182272,7
696,1234265725335822336,3
697,1234265722425090055,6
698,1234265721439424518,0
699,1234265721036824577,0
700,1234265720369942536,3
701,1234265718197121024,3
702,1234265713004642305,2
703,1234265712048431104,3
704,1234265711373103104,3
705,1234265887655501825,6
706,1234265707090673665,7
707,1234265707090673664,4
708,1234265705232596995,0
709,1234265703777263618,5
710,1234265702028189696,7
711,1234265695413833728,4
712,1234265691080888325,3
713,1234265690699436032,4
714,1234265688576913408,7
715,1234265686521696258,3
716,1234265681497030656,0
717,1234265680859582464,4
718,1234266115439611905,7
719,1234265678191816705,0
720,1234265676816084992,7
721,1234265675738361856,6
722,1234265737667190784,3
723,1234265671334268928,4
724,1234265667261480962,0
725,1234266787337900032,1
726,1234265666410237953,4
727,1234265665177051137,6
728,1234265664816386049,1
729,1234265663872483328,1
730,1234265662760968193,1
731,1234265662320627712,4
732,1234265660076650496,2
733,1234265658352906241,0
734,1234265657895792640,1
735,1234265655718838279,7
736,1234265649914011649,7
737,1234265639927328769,1
738,1234266857122734080,3
739,1234265632029495297,7
740,1234265631702290433,4
741,1234265626325192705,3
742,1234265625327013888,4
743,1234265625217748993,3
744,1234265624743989248,4
745,1234265623305146368,0
746,1234265617135353856,4
747,1234265611620028416,3
748,1234265610839875586,0
749,1234265887655501825,7
750,1234265604980232192,7
751,1234265603625684998,6
752,1234265601486598155,7
753,1234265600240824327,4
754,1234266148595752962,7
755,1234265595115384832,7
756,1234265594897321984,1
757,1234265588672888833,1
758,1234265585829236736,0
759,1234265583211995141,3
760,1234265580116443136,0
761,1234265579827191810,4
762,1234265570637336576,3
763,1234265565276983296,1
764,1234265564165689344,3
765,1234265560973807616,4
766,1234265559530799104,2
767,1234265558184366080,4
768,1234265554157883392,1
769,1234265553063366656,1
770,1234265547124232193,7
771,1234265547119976448,7
772,1234265545261735936,4
773,1234265541390397441,4
774,1234266722099703808,6
775,1234265540081967111,3
776,1234265731623247872,4
777,1234265626325192705,4
778,1234265530124529665,1
779,1234265527859765248,0
780,1234265526748184576,3
781,1234265524294574080,7
782,1234265522507673602,0
783,1234265522063192064,1
784,1234265520242855938,3
785,1234265520020639745,7
786,1234265517789208576,3
787,1234265513322106882,5
788,1234265512302927872,0
789,1234265512126767104,0
790,1234265511942348800,2
791,1234265511921377282,0
792,1234265506779144192,3
793,1234265506267516928,4
794,1234265505780916225,3
795,1234266750046224384,7
796,1234265499237830662,7
797,1234265497811767297,7
798,1234265496637386752,4
799,1234265495597010945,0
800,1234265495299330048,1
801,1234265494049263616,3
802,1234265493885812736,0
803,1234265491377512448,4
804,1234265489863430144,3
805,1234265489796407299,7
806,1234265489439961091,0
807,1234265486306578434,3
808,1234265483668361217,4
809,1234265481764311040,7
810,1234265481470758912,0
811,1234265479595929600,1
812,1234265479402983424,6
813,1234265476974465025,7
814,1234265475879706627,3
815,1234265471786082304,3
816,1234265468858503175,7
817,1234265468317437952,7
818,1234265465335115776,1
819,1234265462105673729,1
820,1234265460151144449,2
821,1234265459949756423,6
822,1234265458720813056,0
823,1234265454170005504,7
824,1234265454056787969,4
825,1234265451632267264,1
826,1234265450999164930,1
827,1234265450026094592,3
828,1235354333094596608,3
829,1235354332721221638,3
830,1235354332188389376,5
831,1235354331983024128,6
832,1235354331282579456,3
833,1235354331051749377,0
834,1235354327276867584,1
835,1235354325389586446,3
836,1235354323829260288,0
837,1235354322613014530,7
838,1235354321518301184,2
839,1235354321014984705,0
840,1235354319546757121,3
841,1235354317126803456,1
842,1235354316652896256,3
843,1235354316203909120,7
844,1235354314069217280,5
845,1235354313461051392,2
846,1235354310977839104,1
847,1235354310772391936,1
848,1235354308465606662,0
849,1235354331282579456,6
850,1235354306980777985,5
851,1235354306674647040,1
852,1235354305798049792,0
853,1235354305214828546,1
854,1235354304766189573,7
855,1235354303390343169,6
856,1235354303130415104,3
857,1235354302035587072,7
858,1235354299011665922,4
859,1235354296016949248,3
860,1235354295404564480,7
861,1235354295329075200,0
862,1235354292875386880,0
863,1235354291776434176,7
864,1235354286529417217,7
865,1235354284276891648,7
866,1235354284197216257,3
867,1235354281487863811,4
868,1235354280179228673,0
869,1235354279226961920,7
870,1235354277675061248,7
871,1235354273493499904,7
872,1235354272277180417,3
873,1235354271887089664,4
874,1235354271673200640,5
875,1235354271627034624,7
876,1235354271236800512,7
877,1235354270523940864,1
878,1235354270221860871,3
879,1235354267944288256,1
880,1235354265448779778,7
881,1235354264735805440,3
882,1235354264618201088,7
883,1235354264223887360,3
884,1235354263586361346,1
885,1235354262940643332,1
886,1235354262869180417,4
887,1235354262361776131,1
888,1235354261187219456,1
889,1235354259014782976,0
890,1235354258318471168,3
891,1235354257626288129,3
892,1235354256686723077,7
893,1235354255730585601,1
894,1235354255457951744,0
895,1235354255118172160,6
896,1235354255059554309,5
897,1235354252853170176,7
898,1235354252685402112,3
899,1235354252534370304,3
900,1235354251355811840,4
901,1235354251225968640,0
902,1235354247547543557,1
903,1235354241973317637,3
904,1235354239624413184,2
905,1235354239389569029,7
906,1235354239343329280,5
907,1235354238974377984,3
908,1235354236159844353,0
909,1235354234872160256,4
910,1235354234540797952,4
911,1235354234180096001,4
912,1235354234025054208,3
913,1235354232674332672,3
914,1235354232259334144,6
915,1235354230690590721,3
916,1235354227255513093,1
917,1235354226164772864,0
918,1235354224487063553,4
919,1235354224285843462,4
920,1235354224088829954,4
921,1235354223132504066,3
922,1235354222415118337,0
923,1235354221127569408,4
924,1235354218422132736,4
925,1235354218099326976,3
926,1235354216987791361,1
927,1235354216438419456,0
928,1235354214534180867,0
929,1235354212063731712,6
930,1235354208360071168,7
931,1235354204719460352,4
932,1235354203477782528,7
933,1235354203066970114,3
934,1235354203008176130,3
935,1235354202576166912,0
936,1235354199715610625,3
937,1235354199715491840,3
938,1235354199505936384,1
939,1235354197760954368,3
940,1235354195445698560,1
941,1235354194674147328,1
942,1235354194040754176,0
943,1235354193008963585,6
944,1235354190819409921,7
945,1235354189984825344,7
946,1235354189116723201,7
947,1235354186352640003,0
948,1235354186344169472,3
949,1235354185119551488,7
950,1235354183383101445,1
951,1235354182451728384,0
952,1235354180296085504,2
953,1235354180077920258,0
954,1235354177687056384,1
955,1235354174478585858,1
956,1235354173518028800,3
957,1235354170837946369,3
958,1235354169298391040,3
959,1235354169156022272,1
960,1235354166945615872,7
961,1235354166920384515,1
962,1235354165787779072,4
963,1235354165305540610,5
964,1235354164714024961,0
965,1235354163694972928,3
966,1235354163501989889,0
967,1235354163359485952,4
968,1235354162436730881,6
969,1235354161157455874,4
970,1235354160113033217,7
971,1235354159177703427,3
972,1235354159131561984,1
973,1235354159118823424,3
974,1235354158380847104,7
975,1235354158234046465,3
976,1235354155113271298,7
977,1235354154522087426,3
978,1235354152752082946,1
979,1235354152722669574,5
980,1235354148670976002,4
981,1235354147035271168,3
982,1235354146917711874,1
983,1235354144271216642,4
984,1235354142794600449,1
985,1235354141897224192,0
986,1235354140961722369,7
987,1235354140668239878,6
988,1235354139866959872,0
989,1235354137900040194,6
990,1235354137170075648,3
991,1235354137132494850,1
992,1235354136360742912,6
993,1235354134141943808,1
994,1235354130828451841,4
995,1235354130635464704,7
996,1235354129335271424,1
997,1235354129129771009,7
998,1235354126759886848,7
999,1235354126592225280,3
1000,1235354123790401536,4
1001,1235354130828451841,7
1002,1235354122062200833,7
1003,1235354121370308608,1
1004,1235354120497725441,1
1005,1235354120011354113,0
1006,1235354119495397377,2
1007,1235354118534946823,4
1008,1235354116940947456,3
1009,1235354115770736640,0
1010,1235354113254121472,7
1011,1235354112754987008,2
1012,1235354224285843462,0
1013,1235354111882784769,3
1014,1235354111224279040,0
1015,1235354110922092544,4
1016,1235354110859390976,0
1017,1235354108065792000,3
1018,1235354106543214592,1
1019,1235354103770841088,1
1020,1235354103145836544,5
1021,1235354103003430912,6
1022,1235354331282579456,0
1023,1235354101870923778,4
1024,1235354101761929216,1
1025,1235354101321322496,5
1026,1235354100088201216,3
1027,1235354099001905152,1
1028,1235354096162557952,0
1029,1235354095931797505,7
1030,1235354095856349184,0
1031,1235354095784951820,4
1032,1235354095252393985,3
1033,1235354089816551425,0
1034,1235354088835084288,3
1035,1235354087627067398,1
1036,1235354086679220224,1
1037,1235354085286645761,7
1038,1235354084934287363,3
1039,1235354081285160961,5
1040,1235354080647819267,1
1041,1235354079892836353,1
1042,1235354078516936704,2
1043,1235354076713553921,1
1044,1235354075572719621,4
1045,1235354075572518912,3
1046,1235354075035824128,7
1047,1235354074184204290,2
1048,1235354073500545024,7
1049,1235354073127366657,7
1050,1235354071462273025,0
1051,1235354070803558401,5
1052,1235354068085850113,6
1053,1235354065514749953,1
1054,1235354065409847302,0
1055,1235354065112047617,0
1056,1235354064289968132,3
1057,1235354064285773824,4
1058,1235354063253803008,4
1059,1235354062952034305,7
1060,1235354058971475968,7
1061,1235354058661064707,4
1062,1235354054236278784,7
1063,1235354052147515393,5
1064,1235354048640901120,0
1065,1235354047810605056,1
1066,1235354045965103105,4
1067,1235354045407055872,6
1068,1235354045356953605,3
1069,1235354044224307200,2
1070,1235354043138138117,5
1071,1235354040999043072,0
1072,1235354038314643456,4
1073,1235354037547159552,1
1074,1235354032098742272,1
1075,1235354031813427200,3
1076,1235354031247196162,5
1077,1235354026893598722,7
1078,1235354025303969792,1
1079,1235354022258896896,4
1080,1235354017842302977,1
1081,1235354009986142209,2
1082,1235354008820252673,4
1083,1235354005615697921,1
1084,1235354004932169729,7
1085,1235354003418091521,3
1086,1235354002486853634,4
1087,1235353999936757760,3
1088,1235353998351314948,0
1089,1235353997906792450,3
1090,1235353997474697216,3
1091,1235353996627300353,7
1092,1235353996107411457,3
1093,1235353996086439937,3
1094,1235353995268493314,7
1095,1235353994823970817,5
1096,1235353994660155393,0
1097,1235353993867595776,4
1098,1235353992202293249,3
1099,1235353991371993088,4
1100,1235353991233462272,0
1101,1235353989543325697,3
1102,1235353984828928000,1
1103,1235353984824750088,6
1104,1235353982660296705,3
1105,1235353982396063746,7
1106,1235353982165491713,1
1107,1235353981108604931,7
1108,1235353976763080704,0
1109,1235353975458639873,3
1110,1235353974800297986,1
1111,1235353971361017858,4
1112,1235353971247611904,1
1113,1235353970870116352,4
1114,1235353969490190337,4
1115,1235353969305751552,6
1116,1235353969255485443,3
1117,1235353968890523649,0
1118,1235354194040754176,5
1119,1235353965371351040,4
1120,1235353965048377345,3
1121,1235353964587212800,0
1122,1235353963152707585,3
1123,1235353963043721216,5
1124,1235353962599067655,2
1125,1235353958975037442,1
1126,1235353958165680128,0
1127,1235353958014574592,2
1128,1235353956244754434,3
1129,1235353955690876929,4
1130,1235353954789273602,4
1131,1235353954478968834,1
1132,1235354261187219456,3
1133,1235353952931246080,0
1134,1235353951521906688,0
1135,1235353950007824387,0
1136,1235353949839986688,7
1137,1235353948808073216,0
1138,1235353948279705605,4
1139,1235353947264749573,7
1140,1235353946086047746,0
1141,1235353945440243712,0
1142,1235353944160903168,7
1143,1235353944064319489,4
1144,1235353943783477248,3
1145,1235353942734884870,1
1146,1235353941124222976,3
1147,1235353940813844480,0
1148,1235353940260261888,1
1149,1235353940058767361,3
1150,1235353937399746561,4
1151,1235353935751163904,3
1152,1235353935646511106,0
